ts,open,high,low,close
1735013118,1.362699,1.363522,1.334322,1.348922
1735099518,1.348827,1.338780,1.329880,1.334330
1735185918,1.331481,1.361619,1.356508,1.359063
1735272318,1.361887,1.365713,1.358027,1.361870
1735358718,1.363188,1.343280,1.314266,1.328773
1735445118,1.326170,1.329289,1.301551,1.315420
1735531518,1.313597,1.326256,1.309394,1.317825
1735617918,1.318324,1.318744,1.311112,1.314928
1735704318,1.321797,1.323506,1.293262,1.308384
1735790718,1.310782,1.316724,1.300758,1.308741
1735877118,1.306945,1.330714,1.325000,1.327857
1735963518,1.330470,1.346935,1.330441,1.338688
1736049918,1.338410,1.330967,1.317227,1.324097
1736136318,1.320991,1.317407,1.258253,1.287830
1736222718,1.284491,1.270761,1.245560,1.258161
1736309118,1.256676,1.258326,1.244000,1.251163
1736395518,1.249823,1.242306,1.236771,1.239538
1736481918,1.238151,1.226827,1.221861,1.224344
1736568318,1.231677,1.227165,1.205075,1.216120
1736654718,1.218248,1.226210,1.193966,1.210088
1736741118,1.211140,1.213913,1.212539,1.213226
1736827518,1.214585,1.226442,1.220453,1.223448
1736913918,1.223538,1.249363,1.225184,1.237274
1737000318,1.244655,1.243003,1.239450,1.241227
1737086718,1.235237,1.248650,1.226852,1.237751
1737173118,1.238327,1.229488,1.224595,1.227041
1737259518,1.224592,1.229592,1.185483,1.207537
1737345918,1.208883,1.210511,1.199574,1.205043
1737432318,1.208712,1.215494,1.185495,1.200494
1737518718,1.199165,1.215421,1.196380,1.205900
1737605118,1.211446,1.191601,1.176674,1.184138
1737691518,1.181061,1.196697,1.187310,1.192004
1737777918,1.183708,1.214989,1.188419,1.201704
1737864318,1.195249,1.219544,1.201006,1.210275
1737950718,1.216635,1.235797,1.219335,1.227566
1738037118,1.224179,1.241266,1.228820,1.235043
1738123518,1.236751,1.242473,1.240330,1.241401
1738209918,1.238554,1.236181,1.225517,1.230849
1738296318,1.234046,1.211907,1.210729,1.211318
1738382718,1.216733,1.214609,1.205837,1.210223
1738469118,1.209988,1.224777,1.194874,1.209826
1738555518,1.210387,1.219719,1.202008,1.210863
1738641918,1.214528,1.211728,1.194654,1.203191
1738728318,1.206971,1.209775,1.189088,1.199431
1738814718,1.198712,1.216234,1.193278,1.204756
1738901118,1.201797,1.205179,1.202907,1.204043
1738987518,1.202888,1.182994,1.176644,1.179819
1739073918,1.182787,1.195856,1.174290,1.185073
1739160318,1.190019,1.199322,1.184636,1.191979
1739246718,1.194859,1.232289,1.206349,1.219319
1739333118,1.219809,1.196733,1.176401,1.186567
1739419518,1.187366,1.185022,1.174200,1.179611
1739505918,1.180957,1.209790,1.200403,1.205096
1739592318,1.204747,1.201747,1.201312,1.201529
1739678718,1.198973,1.205907,1.170450,1.188178
1739765118,1.194701,1.202114,1.188684,1.195399
1739851518,1.196700,1.196384,1.188554,1.192469
1739937918,1.188019,1.179744,1.178070,1.178907
1740024318,1.184871,1.194771,1.176053,1.185412
1740110718,1.186490,1.202825,1.186820,1.194822
1740197118,1.193708,1.211665,1.180710,1.196188
1740283518,1.191002,1.196241,1.190447,1.193344
1740369918,1.198428,1.221136,1.210212,1.215674
1740456318,1.224816,1.242349,1.241722,1.242035
1740542718,1.245635,1.242871,1.223302,1.233087
1740629118,1.231983,1.236092,1.214831,1.225462
1740715518,1.225349,1.224560,1.215434,1.219997
1740801918,1.218586,1.250935,1.222944,1.236940
1740888318,1.237230,1.229899,1.228312,1.229106
1740974718,1.233472,1.228796,1.227944,1.228370
1741061118,1.229828,1.262887,1.202381,1.232634
1741147518,1.232241,1.248609,1.222762,1.235685
1741233918,1.233556,1.217984,1.204167,1.211075
1741320318,1.216145,1.213666,1.204424,1.209045
1741406718,1.207904,1.221152,1.209430,1.215291
1741493118,1.210701,1.206041,1.202357,1.204199
1741579518,1.204912,1.199163,1.194720,1.196942
1741665918,1.197615,1.204317,1.201153,1.202735
1741752318,1.201695,1.205925,1.205584,1.205755
1741838718,1.207710,1.187705,1.179587,1.183646
1741925118,1.188675,1.185134,1.157085,1.171109
1742011518,1.170585,1.168334,1.139900,1.154117
1742097918,1.149256,1.184694,1.159302,1.171998
1742184318,1.168350,1.175149,1.172826,1.173988
1742270718,1.173807,1.198313,1.187450,1.192882
1742357118,1.193903,1.192551,1.191113,1.191832
1742443518,1.193429,1.204567,1.178601,1.191584
1742529918,1.192458,1.187102,1.171110,1.179106
1742616318,1.178833,1.204651,1.184275,1.194463
1742702718,1.193698,1.223629,1.192626,1.208127
1742789118,1.209674,1.222487,1.211104,1.216795
1742875518,1.214639,1.236660,1.234287,1.235473
1742961918,1.230739,1.226332,1.219603,1.222967
1743048318,1.220405,1.227017,1.207071,1.217044
1743134718,1.217458,1.241872,1.207662,1.224767
1743221118,1.228617,1.235359,1.220661,1.228010
1743307518,1.222020,1.240138,1.223473,1.231806
1743393918,1.234830,1.243656,1.217311,1.230484
1743480318,1.229608,1.252023,1.233771,1.242897
1743566718,1.241178,1.231846,1.223278,1.227562
1743653118,1.233230,1.212082,1.206040,1.209061
1743739518,1.207197,1.216995,1.208111,1.212553
1743825918,1.211035,1.215742,1.198889,1.207315
1743912318,1.203141,1.226083,1.201247,1.213665
1743998718,1.213885,1.234342,1.191876,1.213109
1744085118,1.216697,1.233423,1.221464,1.227443
1744171518,1.228537,1.235590,1.201468,1.218529
1744257918,1.220868,1.210712,1.209882,1.210297
1744344318,1.211440,1.225919,1.213732,1.219826
1744430718,1.218205,1.230169,1.216262,1.223215
1744517118,1.220549,1.219470,1.203355,1.211412
1744603518,1.208333,1.211847,1.207709,1.209778
1744689918,1.215098,1.202510,1.191507,1.197008
1744776318,1.197595,1.204080,1.197417,1.200749
1744862718,1.201136,1.199441,1.190780,1.195110
1744949118,1.193327,1.185522,1.170951,1.178236
1745035518,1.179500,1.185931,1.185481,1.185706
1745121918,1.183875,1.173602,1.162496,1.168049
1745208318,1.165461,1.176549,1.172917,1.174733
1745294718,1.174793,1.191487,1.160673,1.176080
1745381118,1.176352,1.196378,1.187923,1.192151
1745467518,1.186225,1.215975,1.214276,1.215125
1745553918,1.215339,1.209440,1.207377,1.208409
1745640318,1.208827,1.217859,1.211491,1.214675
1745726718,1.217704,1.221519,1.206001,1.213760
1745813118,1.220271,1.228801,1.215938,1.222370
1745899518,1.219751,1.239339,1.215408,1.227373
1745985918,1.227271,1.250128,1.243281,1.246704
1746072318,1.256406,1.256486,1.239342,1.247914
1746158718,1.252345,1.242316,1.237135,1.239725
1746245118,1.238626,1.236377,1.227867,1.232122
1746331518,1.229590,1.234371,1.226091,1.230231
1746417918,1.230116,1.236493,1.217708,1.227101
1746504318,1.228781,1.231592,1.228339,1.229965
1746590718,1.232415,1.247787,1.219331,1.233559
1746677118,1.230990,1.244360,1.238678,1.241519
1746763518,1.243514,1.237438,1.232523,1.234980
1746849918,1.233744,1.236359,1.217591,1.226975
1746936318,1.228994,1.217364,1.193577,1.205470
1747022718,1.206658,1.223052,1.205690,1.214371
1747109118,1.216352,1.243185,1.222565,1.232875
1747195518,1.229028,1.233875,1.225446,1.229661
1747281918,1.229495,1.240294,1.230252,1.235273
1747368318,1.234475,1.243496,1.235064,1.239280
1747454718,1.239729,1.242819,1.241165,1.241992
1747541118,1.237893,1.262722,1.242348,1.252535
1747627518,1.244547,1.252869,1.244685,1.248777
1747713918,1.252613,1.255208,1.226598,1.240903
1747800318,1.246268,1.255446,1.246882,1.251164
1747886718,1.251454,1.267936,1.251791,1.259863
1747973118,1.259673,1.245810,1.241746,1.243778
1748059518,1.241649,1.245887,1.240053,1.242970
1748145918,1.239336,1.254064,1.246584,1.250324
1748232318,1.253034,1.268603,1.255772,1.262187
1748318718,1.259603,1.279089,1.272762,1.275926
1748405118,1.274487,1.280577,1.279524,1.280051
1748491518,1.275349,1.287574,1.258066,1.272820
1748577918,1.277785,1.276805,1.272503,1.274654
1748664318,1.275861,1.277864,1.271718,1.274791
1748750718,1.280515,1.319113,1.284289,1.301701
1748837118,1.303325,1.319925,1.309732,1.314829
1748923518,1.319419,1.325664,1.305246,1.315455
1749009918,1.320371,1.333882,1.302978,1.318430
1749096318,1.321455,1.333031,1.314443,1.323737
1749182718,1.326136,1.312468,1.309844,1.311156
1749269118,1.308438,1.331859,1.325487,1.328673
1749355518,1.330885,1.323830,1.320263,1.322046
1749441918,1.324661,1.306337,1.294081,1.300209
1749528318,1.298125,1.301031,1.285292,1.293161
1749614718,1.296809,1.296673,1.296287,1.296480
1749701118,1.292098,1.312472,1.289953,1.301213
1749787518,1.300320,1.300336,1.296342,1.298339
1749873918,1.298559,1.308906,1.304102,1.306504
1749960318,1.309826,1.298290,1.279334,1.288812
1750046718,1.288949,1.292850,1.290027,1.291439
1750133118,1.293338,1.293794,1.278621,1.286208
1750219518,1.290339,1.289753,1.280026,1.284889
1750305918,1.283522,1.288453,1.281241,1.284847
1750392318,1.285817,1.286129,1.253982,1.270056
1750478718,1.270642,1.261241,1.257456,1.259349
1750565118,1.254457,1.285807,1.279315,1.282561
1750651518,1.281413,1.308088,1.264469,1.286279
1750737918,1.287186,1.295252,1.262431,1.278841
1750824318,1.280731,1.291960,1.278029,1.284994
1750910718,1.280146,1.285984,1.278342,1.282163
1750997118,1.282857,1.287229,1.282370,1.284800
1751083518,1.281987,1.314816,1.285097,1.299956
1751169918,1.293810,1.306571,1.298437,1.302504
1751256318,1.302634,1.347804,1.316407,1.332106
1751342718,1.330261,1.327710,1.317045,1.322377
1751429118,1.321619,1.324241,1.315564,1.319903
1751515518,1.318900,1.332100,1.298139,1.315119
1751601918,1.316475,1.347796,1.303516,1.325656
1751688318,1.321821,1.321783,1.308948,1.315366
1751774718,1.311661,1.302451,1.299557,1.301004
1751861118,1.303278,1.308639,1.295586,1.302112
1751947518,1.300708,1.331041,1.283627,1.307334
1752033918,1.308355,1.323426,1.313879,1.318653
1752120318,1.317357,1.345527,1.308694,1.327110
1752206718,1.327803,1.324637,1.307776,1.316207
1752293118,1.324141,1.285510,1.284534,1.285022
1752379518,1.281645,1.274186,1.254484,1.264335
1752465918,1.264289,1.259553,1.245838,1.252695
1752552318,1.250988,1.254403,1.243744,1.249073
1752638718,1.248483,1.287677,1.255805,1.271741
1752725118,1.271478,1.289474,1.279201,1.284338
1752811518,1.282277,1.278943,1.278301,1.278622
1752897918,1.281657,1.292174,1.247191,1.269683
1752984318,1.271567,1.273631,1.253978,1.263805
1753070718,1.262721,1.251526,1.245929,1.248728
1753157118,1.245461,1.262852,1.247035,1.254943
1753243518,1.254190,1.260912,1.260638,1.260775
1753329918,1.256242,1.262483,1.256287,1.259385
1753416318,1.257244,1.279669,1.273467,1.276568
1753502718,1.279974,1.295350,1.280606,1.287978
1753589118,1.290628,1.272172,1.258202,1.265187
1753675518,1.264144,1.283945,1.274137,1.279041
1753761918,1.276667,1.289966,1.273556,1.281761
1753848318,1.288853,1.294825,1.291964,1.293394
1753934718,1.289484,1.309122,1.289804,1.299463
1754021118,1.294462,1.297142,1.280012,1.288577
1754107518,1.285178,1.288336,1.270037,1.279187
1754193918,1.277002,1.299951,1.293586,1.296768
1754280318,1.297723,1.310816,1.302485,1.306650
1754366718,1.308670,1.311665,1.308515,1.310090
1754453118,1.303948,1.317318,1.310878,1.314098
1754539518,1.313405,1.310657,1.305709,1.308183
1754625918,1.307731,1.300716,1.298431,1.299573
1754712318,1.297545,1.287019,1.270573,1.278796
1754798718,1.273705,1.289633,1.259331,1.274482
1754885118,1.275112,1.268941,1.257468,1.263205
1754971518,1.265062,1.255046,1.248726,1.251886
1755057918,1.249348,1.264363,1.248197,1.256280
1755144318,1.252801,1.248637,1.243467,1.246052
1755230718,1.244409,1.273059,1.266428,1.269744
1755317118,1.269282,1.302800,1.289126,1.295963
1755403518,1.304162,1.291012,1.290029,1.290520
1755489918,1.298007,1.302247,1.293457,1.297852
1755576318,1.299342,1.321431,1.307076,1.314253
1755662718,1.316942,1.329047,1.296910,1.312979
1755749118,1.308388,1.308488,1.300577,1.304532
1755835518,1.308542,1.310069,1.302755,1.306412
1755921918,1.307629,1.304869,1.284687,1.294778
1756008318,1.294043,1.278588,1.274017,1.276303
1756094718,1.274628,1.302039,1.294995,1.298517
1756181118,1.296941,1.295862,1.271676,1.283769
1756267518,1.289510,1.322360,1.282363,1.302362
1756353918,1.305587,1.322565,1.283956,1.303260
1756440318,1.300391,1.306630,1.282354,1.294492
1756526718,1.300533,1.336672,1.321213,1.328942
1756613118,1.335140,1.328970,1.319351,1.324160
1756699518,1.319292,1.355962,1.314542,1.335252
1756785918,1.334839,1.345822,1.342210,1.344016
1756872318,1.344810,1.368762,1.338331,1.353546
1756958718,1.344943,1.351513,1.351508,1.351510
1757045118,1.353370,1.358565,1.344180,1.351373
1757131518,1.350510,1.348332,1.337576,1.342954
1757217918,1.341457,1.353823,1.347574,1.350698
1757304318,1.348402,1.364172,1.341456,1.352814
1757390718,1.351946,1.375272,1.371846,1.373559
1757477118,1.371761,1.364886,1.343365,1.354125
1757563518,1.358521,1.372920,1.340649,1.356785
1757649918,1.364855,1.394048,1.361454,1.377751
1757736318,1.373099,1.381768,1.359164,1.370466
1757822718,1.370425,1.371093,1.363001,1.367047
1757909118,1.369423,1.370913,1.361303,1.366108
1757995518,1.371873,1.358385,1.353636,1.356011
1758081918,1.355128,1.381792,1.363222,1.372507
1758168318,1.378322,1.386832,1.383585,1.385209
1758254718,1.388202,1.383357,1.381562,1.382459
1758341118,1.384998,1.385856,1.383733,1.384794
1758427518,1.385154,1.402651,1.375459,1.389055
1758513918,1.393854,1.397426,1.385370,1.391398
1758600318,1.384660,1.410751,1.389138,1.399944
1758686718,1.401114,1.388992,1.372567,1.380780
1758773118,1.386024,1.380041,1.368766,1.374404
1758859518,1.373410,1.389585,1.369560,1.379572
1758945918,1.374851,1.385212,1.374456,1.379834
1759032318,1.383892,1.405869,1.398347,1.402108
1759118718,1.405069,1.398465,1.374517,1.386491
1759205118,1.384229,1.385219,1.378715,1.381967
1759291518,1.377756,1.364032,1.358994,1.361513
1759377918,1.367750,1.376112,1.372919,1.374516
