ts,open,high,low,close
1733889918,153.339090,152.071045,150.707751,151.389398
1733976318,151.223156,150.986963,150.926818,150.956890
1734062718,151.132757,151.963331,151.623322,151.793327
1734149118,151.772177,152.434583,151.221686,151.828134
1734235518,151.376619,152.670829,152.420249,152.545539
1734321918,151.524210,153.648429,153.068484,153.358457
1734408318,153.202524,156.043500,154.277855,155.160678
1734494718,155.356824,155.094513,153.859113,154.476813
1734581118,154.405594,155.074295,152.781082,153.927688
1734667518,153.903306,154.874771,153.007529,153.941150
1734753918,154.234120,155.241243,152.306964,153.774103
1734840318,153.201493,155.433190,152.512453,153.972821
1734926718,154.131884,156.387798,154.295643,155.341720
1735013118,155.637945,155.111486,154.503700,154.807593
1735099518,155.301196,154.602801,153.121984,153.862392
1735185918,153.752580,156.392037,155.828910,156.110473
1735272318,155.609098,156.489160,154.269391,155.379276
1735358718,155.928676,157.010831,156.014187,156.512509
1735445118,156.760056,157.221134,155.614054,156.417594
1735531518,156.822987,157.400632,157.128975,157.264803
1735617918,157.167111,155.567613,154.762878,155.165245
1735704318,154.892718,154.352398,154.260490,154.306444
1735790718,154.491082,155.602527,154.078279,154.840403
1735877118,154.773156,154.869682,154.094673,154.482178
1735963518,154.136188,155.590137,154.738446,155.164291
1736049918,154.987848,155.614564,152.200253,153.907409
1736136318,154.237723,154.382266,154.073387,154.227826
1736222718,154.662401,155.838191,154.309150,155.073671
1736309118,155.246422,156.912148,155.247048,156.079598
1736395518,155.674773,153.746696,153.425300,153.585998
1736481918,153.692946,155.033651,152.623010,153.828331
1736568318,153.722545,155.358575,153.777215,154.567895
1736654718,154.357154,153.018107,152.492577,152.755342
1736741118,152.450112,153.081069,150.436765,151.758917
1736827518,152.109850,152.021296,150.616322,151.318809
1736913918,151.698342,152.304209,150.613324,151.458766
1737000318,152.002133,151.264107,151.008113,151.136110
1737086718,151.709573,153.804815,151.498498,152.651657
1737173118,152.501259,154.485988,152.762381,153.624185
1737259518,153.920596,154.195333,153.573068,153.884200
1737345918,154.014658,154.355532,153.877384,154.116458
1737432318,154.350698,156.152612,154.142187,155.147400
1737518718,155.292158,156.270069,156.193693,156.231881
1737605118,156.013356,156.682231,156.215665,156.448948
1737691518,156.924272,156.586389,155.827145,156.206767
1737777918,156.323491,156.644164,155.899883,156.272024
1737864318,156.026629,157.424716,155.979122,156.701919
1737950718,156.986136,157.502117,156.183246,156.842681
1738037118,156.933926,156.858102,154.927494,155.892798
1738123518,156.246762,156.681977,155.643904,156.162940
1738209918,155.694639,156.579668,155.303374,155.941521
1738296318,156.858876,158.979788,155.827086,157.403437
1738382718,156.684905,157.238713,157.121580,157.180146
1738469118,156.931381,156.616325,155.773814,156.195070
1738555518,155.704313,157.009640,156.785827,156.897733
1738641918,156.582187,156.623546,155.281210,155.952378
1738728318,155.605345,156.823895,154.710640,155.767268
1738814718,155.909930,156.116710,155.044513,155.580612
1738901118,155.437965,157.714651,155.571938,156.643294
1738987518,156.461102,156.667716,155.772512,156.220114
1739073918,156.360016,156.882852,154.505197,155.694024
1739160318,156.181342,155.316245,154.681518,154.998881
1739246718,154.798268,154.392311,153.081913,153.737112
1739333118,153.964376,154.210896,154.065633,154.138265
1739419518,154.444235,152.309106,151.980371,152.144738
1739505918,152.186339,152.143088,151.190114,151.666601
1739592318,151.360362,151.356202,150.830846,151.093524
1739678718,151.289171,152.702946,152.578460,152.640703
1739765118,152.753801,155.245190,151.372425,153.308807
1739851518,153.327127,156.154597,152.420420,154.287508
1739937918,154.131761,157.447601,155.664580,156.556090
1740024318,156.088479,155.672446,154.374504,155.023475
1740110718,154.891347,156.693088,154.543549,155.618318
1740197118,155.031802,157.851082,154.949003,156.400042
1740283518,156.422312,157.351951,156.923256,157.137603
1740369918,156.877470,156.499713,155.990889,156.245301
1740456318,156.722331,157.946092,154.412537,156.179314
1740542718,156.070685,157.160087,155.355718,156.257903
1740629118,156.276368,156.225370,155.747595,155.986482
1740715518,155.454855,154.871040,154.110588,154.490814
1740801918,154.538139,154.141837,154.128297,154.135067
1740888318,153.375729,154.735256,153.347125,154.041190
1740974718,154.194423,153.629907,152.739783,153.184845
1741061118,153.032097,152.261991,151.971682,152.116836
1741147518,152.133030,153.235740,151.572445,152.404093
1741233918,152.633722,152.358624,150.150485,151.254554
1741320318,151.400682,152.959278,150.322389,151.640833
1741406718,151.461810,151.181823,150.728995,150.955409
1741493118,150.862110,150.975826,150.011017,150.493422
1741579518,150.077129,149.613599,148.308274,148.960937
1741665918,149.187420,149.709902,147.907669,148.808785
1741752318,149.352708,148.675931,145.820397,147.248164
1741838718,147.508580,146.044483,145.412272,145.728378
1741925118,145.861990,143.983119,142.787797,143.385458
1742011518,143.008885,144.526498,141.796822,143.161660
1742097918,142.965865,143.898806,143.776404,143.837605
1742184318,143.574846,144.322675,142.972906,143.647791
1742270718,143.541459,144.184679,142.568776,143.376727
1742357118,143.201687,144.042829,143.811115,143.926972
1742443518,144.119130,145.024392,144.041410,144.532901
1742529918,144.257901,146.231102,144.697798,145.464450
1742616318,145.517746,146.238784,145.857561,146.048173
1742702718,146.447781,146.481257,145.676743,146.079000
1742789118,146.627584,146.484714,145.851566,146.168140
1742875518,145.894822,147.806327,147.044126,147.425226
1742961918,147.499177,148.771574,148.383689,148.577632
1743048318,148.994956,149.384600,147.481850,148.433225
1743134718,148.472882,149.897755,149.562779,149.730267
1743221118,149.756578,150.713467,150.541319,150.627393
1743307518,150.697933,150.141348,149.010707,149.576027
1743393918,148.959071,149.874495,148.657669,149.266082
1743480318,149.406203,151.520823,149.937727,150.729275
1743566718,150.640332,151.910278,150.745301,151.327790
1743653118,150.829209,150.688746,149.825803,150.257274
1743739518,150.733216,151.290597,150.895684,151.093141
1743825918,151.290036,153.204659,150.501973,151.853316
1743912318,151.672035,152.400021,152.205266,152.302644
1743998718,152.067912,152.443373,152.435253,152.439313
1744085118,152.421663,154.229180,153.877214,154.053197
1744171518,154.222843,155.541100,154.175016,154.858058
1744257918,154.860296,158.486901,155.715635,157.101268
1744344318,157.558212,158.082115,155.994099,157.038107
1744430718,156.568943,160.501942,157.576420,159.039181
1744517118,158.840668,159.476921,158.337029,158.906975
1744603518,158.801140,159.452818,158.609644,159.031231
1744689918,159.491278,159.844675,159.299841,159.572258
1744776318,159.687754,161.034074,159.076941,160.055508
1744862718,159.999228,160.792099,158.150791,159.471445
1744949118,159.664755,160.612267,159.958832,160.285550
1745035518,160.151508,161.620701,160.344233,160.982467
1745121918,160.784913,160.139845,159.427369,159.783607
1745208318,159.400211,161.321889,159.205976,160.263933
1745294718,159.919639,161.547006,158.314647,159.930826
1745381118,160.602566,159.374152,159.273678,159.323915
1745467518,159.431131,160.486848,156.455511,158.471180
1745553918,158.239514,158.455777,157.675124,158.065451
1745640318,157.345366,158.479635,157.694189,158.086912
1745726718,157.911262,158.848959,157.699801,158.274380
1745813118,158.209100,159.475491,156.417875,157.946683
1745899518,157.590596,158.850894,157.556419,158.203656
1745985918,158.088136,159.364651,158.784672,159.074662
1746072318,159.275743,159.941743,158.862974,159.402359
1746158718,159.266436,161.849054,160.584583,161.216818
1746245118,160.872357,163.343990,161.321904,162.332947
1746331518,162.449486,163.582296,162.405211,162.993753
1746417918,163.123303,164.452584,163.372371,163.912478
1746504318,163.454970,163.451021,163.054315,163.252668
1746590718,163.926835,161.131594,160.799436,160.965515
1746677118,161.188200,162.703051,160.761541,161.732296
1746763518,161.513300,162.575095,160.260178,161.417636
1746849918,161.655344,161.738486,161.439697,161.589092
1746936318,161.444748,161.560198,161.508520,161.534359
1747022718,161.144883,164.620459,162.257923,163.439191
1747109118,164.025129,164.890580,164.581995,164.736287
1747195518,165.285948,164.568116,163.862372,164.215244
1747281918,164.183225,165.071137,164.987196,165.029166
1747368318,164.787399,166.583636,166.338841,166.461238
1747454718,166.529284,166.600874,166.450535,166.525704
1747541118,166.121293,167.398697,166.108888,166.753792
1747627518,166.897988,167.422877,165.798217,166.610547
1747713918,166.435831,168.107276,168.025387,168.066331
1747800318,167.841731,170.810449,167.609230,169.209840
1747886718,168.560493,170.620812,168.234069,169.427440
1747973118,169.426928,170.194773,167.780623,168.987698
1748059518,168.652542,170.292540,169.537777,169.915159
1748145918,169.228329,171.350968,169.969698,170.660333
1748232318,170.367553,171.099569,170.654091,170.876830
1748318718,170.127693,171.085461,168.481955,169.783708
1748405118,169.726148,169.226950,167.881492,168.554221
1748491518,168.428402,167.997384,167.530130,167.763757
1748577918,167.826902,169.056045,167.100493,168.078269
1748664318,168.239612,167.808113,166.819841,167.313977
1748750718,167.016939,166.792262,165.369281,166.080772
1748837118,166.057056,166.602980,165.371888,165.987434
1748923518,166.180975,166.344542,165.979604,166.162073
1749009918,165.997485,167.305554,167.002374,167.153964
1749096318,167.912280,169.643331,166.623074,168.133203
1749182718,167.797286,168.920207,167.592433,168.256320
1749269118,168.193896,166.878446,166.178265,166.528356
1749355518,166.249867,167.824018,166.485611,167.154814
1749441918,166.900728,170.024410,166.476429,168.250419
1749528318,168.252099,168.064503,166.430976,167.247740
1749614718,166.835543,168.232104,167.921695,168.076900
1749701118,168.169604,171.251784,168.623495,169.937640
1749787518,170.732777,172.271753,171.117059,171.694406
1749873918,171.685124,175.703916,172.042084,173.873000
1749960318,173.751338,176.722875,175.426835,176.074855
1750046718,176.325630,178.950248,175.764565,177.357407
1750133118,177.067626,176.100831,176.091628,176.096230
1750219518,176.525353,174.968927,174.113422,174.541175
1750305918,174.719984,175.248799,172.358736,173.803767
1750392318,174.184667,175.152138,171.273648,173.212893
1750478718,173.196426,170.966680,170.078194,170.522437
1750565118,170.953851,171.182104,170.662126,170.922115
1750651518,171.069226,172.236939,169.700562,170.968750
1750737918,170.838578,172.379845,168.131384,170.255614
1750824318,170.342025,172.618629,170.826899,171.722764
1750910718,171.650556,173.890227,169.448203,171.669215
1750997118,172.247817,171.264799,169.755472,170.510135
1751083518,170.121397,170.716307,169.702784,170.209545
1751169918,169.913056,167.810407,165.863841,166.837124
1751256318,167.176070,166.198338,166.159300,166.178819
1751342718,166.082953,166.086108,163.150934,164.618521
1751429118,164.281178,164.302950,164.299845,164.301398
1751515518,163.874381,166.408664,165.244755,165.826710
1751601918,166.056593,167.277465,166.218018,166.747742
1751688318,167.065965,168.446761,166.331280,167.389020
1751774718,167.647984,169.648326,166.757201,168.202763
1751861118,167.835050,170.679670,166.433256,168.556463
1751947518,168.840854,168.183195,166.602279,167.392737
1752033918,167.155095,168.796212,168.042523,168.419368
1752120318,169.150162,168.313483,166.505026,167.409254
1752206718,167.718937,166.266970,165.900494,166.083732
1752293118,166.510143,166.099160,164.665677,165.382419
1752379518,165.312454,164.486536,164.092147,164.289342
1752465918,163.893349,165.806899,164.045994,164.926447
1752552318,164.844773,168.236976,164.972807,166.604891
1752638718,166.726648,167.605247,166.831371,167.218309
1752725118,166.947440,166.700834,165.497660,166.099247
1752811518,165.512320,167.410302,165.729023,166.569662
1752897918,166.319978,167.602555,164.928163,166.265359
1752984318,166.568678,168.188062,166.173277,167.180670
1753070718,166.844035,167.104877,166.636366,166.870621
1753157118,166.693217,168.434765,163.713230,166.073998
1753243518,166.268764,166.025900,165.883288,165.954594
1753329918,165.621192,166.181926,163.726029,164.953978
1753416318,163.997897,166.493693,165.477655,165.985674
1753502718,166.327182,167.261919,163.515112,165.388515
1753589118,165.076711,167.560009,164.019341,165.789675
1753675518,166.000573,165.132823,164.717738,164.925280
1753761918,164.877087,165.969063,163.995079,164.982071
1753848318,165.112336,164.069807,163.744656,163.907231
1753934718,164.097526,164.497974,160.497340,162.497657
1754021118,162.709269,161.917844,160.560742,161.239293
1754107518,161.461789,162.323174,159.739695,161.031434
1754193918,161.461875,163.274528,160.855417,162.064972
1754280318,162.019735,163.715266,160.440002,162.077634
1754366718,162.037500,162.924349,162.555070,162.739709
1754453118,162.527935,161.341310,160.963415,161.152362
1754539518,161.415596,160.209452,159.915533,160.062492
1754625918,160.160838,162.445883,159.433812,160.939847
1754712318,160.830273,161.030283,159.518403,160.274343
1754798718,160.508857,163.025756,159.963837,161.494796
1754885118,161.405968,161.661551,160.928417,161.294984
1754971518,161.736851,160.711231,160.041268,160.376249
1755057918,160.034096,161.290219,160.260620,160.775419
1755144318,160.394978,161.033766,159.079418,160.056592
1755230718,160.391517,160.046230,159.799969,159.923100
1755317118,160.536575,159.888077,156.726974,158.307525
1755403518,158.868275,161.183940,158.998977,160.091458
1755489918,160.175036,161.002580,158.964790,159.983685
1755576318,160.280134,161.311362,159.809937,160.560650
1755662718,160.380808,162.695429,161.303013,161.999221
1755749118,162.242665,164.410406,161.562472,162.986439
1755835518,163.272966,162.292043,161.360008,161.826026
1755921918,161.779796,162.023191,162.012942,162.018067
1756008318,162.083937,163.379847,161.792761,162.586304
1756094718,163.097157,163.944009,161.937594,162.940802
1756181118,163.138120,162.454774,162.035215,162.244995
1756267518,161.960378,163.031337,162.723179,162.877258
1756353918,162.490451,163.841134,161.976486,162.908810
1756440318,163.502563,163.011043,162.988533,162.999788
1756526718,162.751883,163.922996,162.680191,163.301593
1756613118,162.948476,165.328809,164.758565,165.043687
1756699518,164.327439,162.979208,160.605906,161.792557
1756785918,161.518699,159.974737,159.598473,159.786605
1756872318,159.940264,160.044454,159.866387,159.955421
1756958718,159.860429,160.796680,159.000834,159.898757
1757045118,159.801573,161.438018,160.674599,161.056309
1757131518,160.800130,162.146868,161.182871,161.664869
1757217918,161.861700,164.726880,162.201773,163.464327
1757304318,163.429485,165.174854,164.620882,164.897868
1757390718,164.457751,167.792549,166.722583,167.257566
1757477118,167.188497,168.856447,166.782484,167.819465
1757563518,167.439891,170.564881,166.576052,168.570467
1757649918,168.101452,168.776500,167.315308,168.045904
1757736318,167.845966,170.288761,169.498500,169.893631
1757822718,169.722774,171.898368,171.801292,171.849830
1757909118,172.177248,169.898810,168.166829,169.032820
1757995518,169.354535,169.572149,168.202664,168.887407
1758081918,168.771903,167.348370,167.290020,167.319195
1758168318,167.424709,169.198196,166.020508,167.609352
1758254718,167.543583,169.519336,166.573660,168.046498
1758341118,168.569283,168.705986,168.424753,168.565370
1758427518,168.455077,168.237870,168.086351,168.162110
1758513918,168.683024,169.802516,166.975052,168.388784
1758600318,168.205331,170.514329,170.464584,170.489456
1758686718,170.757086,171.016031,169.722648,170.369340
1758773118,170.794027,171.389802,170.453236,170.921519
1758859518,170.397613,172.980606,171.963570,172.472088
1758945918,172.684441,172.126250,169.319912,170.723081
1759032318,171.003374,169.282571,168.372311,168.827441
1759118718,168.601253,167.912921,167.045801,167.479361
1759205118,167.041504,165.349432,164.631794,164.990613
1759291518,164.739340,164.864661,163.448311,164.156486
1759377918,164.043337,165.242997,162.995000,164.118998
